Año,Cuatrimestre,Materia,Comision,Horario,Profesores,Inscriptos
2017,Segundo Cuat.,93.03 - Matemática III,Q,"Lunes 12:00 - 14:00 Aula ITBA: 133 #----> Madero Anexo
Martes 10:00 - 12:00 Aula ITBA: 31 #----> Madero Principal
Jueves 12:00 - 14:00 Aula ITBA: 11 #----> Madero Principal","['Florit', ' Patricia Teresa\nHagman', ' Jorge Luis']",48 / 36
2017,Segundo Cuat.,93.65 - Matemática IV,A,"Martes 11:00 - 13:00 Aula ITBA: 120 #----> Madero Anexo
Jueves 11:00 - 15:00 Aula ITBA: 120 #----> Madero Anexo","['Devoto', ' Jorge Andres\nPeralta', ' Nora Beatriz']",34 / 36
2017,Segundo Cuat.,93.65 - Matemática IV,B,"Lunes 14:00 - 16:00 Aula ITBA: 13 #----> Madero Principal
Martes 12:00 - 14:00 Aula ITBA: 31 #----> Madero Principal
Miércoles 12:00 - 14:00 Aula ITBA: 32 #----> Madero Principal","['Orecchia', ' Monica Ines\nFlorit', ' Patricia Teresa']",36 / 36
2017,Segundo Cuat.,93.65 - Matemática IV,C,"Martes 08:00 - 10:00 Aula ITBA: 31 #----> Madero Principal
Jueves 10:00 - 12:00 Aula ITBA: 11 #----> Madero Principal
Viernes 14:00 - 16:00 Aula ITBA: 13 #----> Madero Principal","['Orecchia', ' Monica Ines\nFlorit', ' Patricia Teresa']",13 / 36
2017,Segundo Cuat.,93.65 - Matemática IV,D,"Martes 11:00 - 13:00 Aula ITBA: 25 #----> Madero Principal
Miércoles 10:00 - 12:00 Aula ITBA: 130 #----> Madero Anexo
Jueves 10:00 - 12:00 Aula ITBA: 126 #----> Madero Anexo","['Devoto', ' Jorge Andres\nSirczuk', ' Diana Graciela']",8 / 36
2017,Segundo Cuat.,93.65 - Matemática IV,MNPBIO,"Martes 14:00 - 16:00 Aula ITBA: 132 #----> Madero Anexo
Jueves 08:00 - 10:00 Aula ITBA: 121 #----> Madero Anexo
Viernes 10:00 - 12:00 Aula ITBA: 110 #----> Madero Anexo","['Benítez', ' Oscar Matías\nSirczuk', ' Diana Graciela']",36 / 36
2017,Segundo Cuat.,93.65 - Matemática IV,Q,"Martes 13:00 - 17:00 Aula ITBA: 131 #----> Madero Anexo
Miércoles 14:00 - 16:00 Aula ITBA: 31 #----> Madero Principal","['Devoto', ' Jorge Andres\nPeralta', ' Nora Beatriz\nRojas Ruiz', ' José Esteban']",37 / 36
2017,Segundo Cuat.,93.38 - Matemática V,M,Miércoles 16:00 - 19:00 Aula ITBA: 131 #----> Madero Anexo,"['Delellis', ' Roberto Daniel\nDi Lorenzo', ' Francisco Javier']",17 / Ilimitado
2017,Segundo Cuat.,93.57 - Matemática V,K,"Lunes 08:00 - 11:00 Aula ITBA: 152 #----> Madero Anexo
Martes 10:30 - 13:30 Aula ITBA: 133 #----> Madero Anexo","['Peña', ' Nelly Haydee\nGarcia Galiñanes', ' Rafael Antonio']",42 / Ilimitado
2017,Segundo Cuat.,31.30 - Materiales Poliméricos,M,Lunes 08:00 - 11:00 Aula ITBA: 12 #----> Madero Principal,"['Botana', ' Adrián Franscisco\nFigueyra', ' Javier Héctor\nGostuski', ' Ivan Alejandro']",25 / Ilimitado
2017,Segundo Cuat.,11.16 - Materiales y Procesos,A,"Martes 19:00 - 22:00 Aula ITBA: 133 #----> Madero Anexo
Jueves 19:00 - 22:00 Aula ITBA: 10 #----> Madero Principal","['De Bernardez', ' Leopoldo\nChalfoun', ' Dannisa R.\nDeferrari', ' Nicolas\nMaradei', ' Carlos\nCastañiza', ' Sebastian Miguel\nMujica', ' Marcelo Mariano']",40 / 38
2017,Segundo Cuat.,11.16 - Materiales y Procesos,B,"Martes 19:00 - 22:00 Aula ITBA: 135 #----> Madero Anexo
Jueves 19:00 - 22:00 Aula ITBA: 11 #----> Madero Principal","['De Bernardez', ' Leopoldo\nChalfoun', ' Dannisa R.\nDeferrari', ' Nicolas\nMaradei', ' Carlos\nCastañiza', ' Sebastian Miguel\nMujica', ' Marcelo Mariano']",39 / 38
2017,Segundo Cuat.,11.16 - Materiales y Procesos,C,"Martes 18:00 - 22:00 Aula ITBA: 113 #----> Madero Anexo
Miércoles 18:00 - 22:00 Aula ITBA: 112 #----> Madero Anexo","['Chalfoun', ' Dannisa R.\nCastañiza', ' Sebastian Miguel\nMujica', ' Marcelo Mariano']",15 / Ilimitado
2017,Segundo Cuat.,31.22 - Mecánica de Fluidos,AP,"Martes 18:00 - 21:00 Aula ITBA: 29 #----> Madero Principal
Miércoles 18:00 - 21:00 Aula ITBA: 10 #----> Madero Principal","['Martinez', ' Mariano A.\nMartijena', ' Sebastián Horacio']",34 / 35
2017,Segundo Cuat.,31.22 - Mecánica de Fluidos,B,"Lunes 18:00 - 21:00 Aula ITBA: 31 #----> Madero Principal
Martes 08:00 - 11:00 Aula ITBA: 26 #----> Madero Principal","['Martinez', ' Mariano A.\nBarbier', ' Eduardo Eugenio']",43 / 35
2017,Segundo Cuat.,31.22 - Mecánica de Fluidos,C,"Lunes 18:00 - 21:00 Aula ITBA: 31 #----> Madero Principal
Viernes 12:00 - 15:00 Aula ITBA: 152 #----> Madero Anexo","['Martinez', ' Mariano A.\nCardozo', ' Matías Ernesto Cesar']",34 / 28
2017,Segundo Cuat.,31.26 - Mecánica de Fluidos,M,"Lunes 18:00 - 21:00 Aula ITBA: 29 #----> Madero Principal
Miércoles 18:00 - 21:00 Aula ITBA: 110 #----> Madero Anexo","['Vieytes', ' Roberto Eduardo\nPedreira', ' Patricio Hernán']",26 / Ilimitado
2017,Segundo Cuat.,93.51 - Mecánica General,MNP,"Lunes 09:00 - 11:00 Aula ITBA: 8 #----> Madero Principal
Martes 16:00 - 18:00 Aula ITBA: 132 #----> Madero Anexo
Jueves 14:00 - 16:00 Aula ITBA: 21 #----> Madero Principal","['Rinaldi', ' Miguel Angel\nGulich', ' Ernesto Iván\nDelellis', ' Roberto Daniel']",28 / 32
2017,Segundo Cuat.,93.51 - Mecánica General,Q,"Jueves 15:00 - 17:00 Aula ITBA: 26 #----> Madero Principal
Viernes 14:00 - 18:00 Aula ITBA: 11 #----> Madero Principal","['Ratto', ' Jorge Oscar\nRinaldi', ' Miguel Angel']",47 / 32
2017,Segundo Cuat.,30.01 - Mecánica y Mecanismos,A,Viernes 18:00 - 21:00 Aula ITBA: 32 #----> Madero Principal,"['Falco', ' Jorge Eduardo\nVazquez', ' Gustavo Alejandro\nBonadeo', ' Claudio']",30 / 32
2017,Segundo Cuat.,30.01 - Mecánica y Mecanismos,B,Miércoles 18:00 - 21:00 Aula ITBA: 30 #----> Madero Principal,"['Falco', ' Jorge Eduardo\nVazquez', ' Gustavo Alejandro\nBonadeo', ' Claudio']",36 / 32
2017,Segundo Cuat.,30.01 - Mecánica y Mecanismos,C,Jueves 16:00 - 19:00 Aula ITBA: 13 #----> Madero Principal,"['Falco', ' Jorge Eduardo\nVazquez', ' Gustavo Alejandro\nBonadeo', ' Claudio']",42 / 32
2017,Segundo Cuat.,31.33 - Mecanismos,M,Viernes 15:00 - 18:00 Aula ITBA: 32 #----> Madero Principal,"['Leslabay', ' Pablo Enrique']",37 / Ilimitado
2017,Segundo Cuat.,31.99 - Mecatrónica Aplicada,K,Martes 17:00 - 20:00 Aula ITBA: 116 #----> Madero Anexo,"['Rocha Duque', ' Casimiro Andrés\nLerendegui', ' Norberto Marcelo']",3 / Ilimitado
2017,Segundo Cuat.,21.87 - Mercado Eléctrico,E,Miércoles 15:00 - 18:00 Aula ITBA: Lab. ELECTRICA #----> Madero Principal,"['Schister', ' Mariano Javier\nGALLINO', ' ALEJANDRO']",6 / Ilimitado
2017,Segundo Cuat.,41.33 - Metalurgia Física I,P,Miércoles 10:00 - 13:00 Aula ITBA: 142 #----> Madero Anexo,"['Abalos', ' Roxana\nBernal', ' Celina Raquel']",22 / Ilimitado
2017,Segundo Cuat.,11.91 - Metodología de la Investigación,A,Martes 16:00 - 19:00 Aula ITBA: 26 #----> Madero Principal,"['Rancan', ' Claudio']",27 / 25
2017,Segundo Cuat.,94.24 - Metodología del Aprendizaje,A,Lunes 08:00 - 11:00 Aula ITBA: 132 #----> Madero Anexo,"['Álvarez', ' Paola Marta\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia\nToranzo Calderón', ' Joaquín Santiago']",26 / 30
2017,Segundo Cuat.,94.24 - Metodología del Aprendizaje,B,Miércoles 11:00 - 14:00 Aula ITBA: 135 #----> Madero Anexo,"['Álvarez', ' Paola Marta\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia\nToranzo Calderón', ' Joaquín Santiago']",34 / 30
2017,Segundo Cuat.,94.24 - Metodología del Aprendizaje,C,Miércoles 14:00 - 17:00 Aula ITBA: 111 #----> Madero Anexo,"['Álvarez', ' Paola Marta\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia\nToranzo Calderón', ' Joaquín Santiago']",28 / 30
2017,Segundo Cuat.,94.24 - Metodología del Aprendizaje,DF,Miércoles 08:00 - 11:00 Aula ITBA: 135 #----> Madero Anexo,"['Álvarez', ' Paola Marta\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia\nToranzo Calderón', ' Joaquín Santiago']",32 / 30
2017,Segundo Cuat.,94.24 - Metodología del Aprendizaje,E,Lunes 11:00 - 14:00 Aula ITBA: 135 #----> Madero Anexo,"['Álvarez', ' Paola Marta\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia\nToranzo Calderón', ' Joaquín Santiago']",33 / 30
2017,Segundo Cuat.,94.24 - Metodología del Aprendizaje,K,Viernes 08:00 - 11:00 Aula ITBA: 113 #----> Madero Anexo,"['Álvarez', ' Paola Marta\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia\nToranzo Calderón', ' Joaquín Santiago']",25 / 30
2017,Segundo Cuat.,94.24 - Metodología del Aprendizaje,S,Lunes 14:00 - 17:00 Aula ITBA: 30 #----> Madero Principal,"['Álvarez', ' Paola Marta\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia\nToranzo Calderón', ' Joaquín Santiago']",41 / 30
2017,Segundo Cuat.,93.07 - Métodos Numéricos,A,Viernes 09:00 - 12:00 Aula ITBA: 33 #----> Madero Principal,"['Villaverde', ' Francisco Fernando\nDevoto', ' Jorge Andres']",33 / 45
2017,Segundo Cuat.,93.07 - Métodos Numéricos,B,Lunes 08:00 - 11:00 Aula ITBA: 11 #----> Madero Principal,"['Fierens', ' Pablo Ignacio\nVillaverde', ' Francisco Fernando\nAcri', ' Emiliano Francisco']",35 / 40
2017,Segundo Cuat.,93.07 - Métodos Numéricos,QSP,Lunes 14:00 - 17:00 Aula ITBA: 135 #----> Madero Anexo,"['Sosa', ' Marina\nVillaverde', ' Francisco Fernando']",40 / 40
2017,Segundo Cuat.,93.54 - Métodos Numéricos,K,Martes 13:00 - 16:00 Aula ITBA: 106 #----> Madero Anexo,"['Fierens', ' Pablo Ignacio\nÁlvarez', ' Adrián Omar']",16 / Ilimitado
2017,Segundo Cuat.,93.75 - Métodos Numéricos Avanzados,S,"Jueves 14:00 - 17:00 Aula ITBA: 133 #----> Madero Anexo
Viernes 13:00 - 16:00 Aula ITBA: 133 #----> Madero Anexo","['Álvarez', ' Adrián Omar\nFierens', ' Pablo Ignacio']",49 / Ilimitado
2017,Segundo Cuat.,61.81 - Microeconomía,A,Viernes 08:00 - 11:00 Aula ITBA: 126 #----> Madero Anexo,"['Coccolo', ' Pablo Bartolome']",28 / 34
2017,Segundo Cuat.,22.33 - Microelectrónica,K,Miércoles 19:00 - 22:00 Aula ITBA: 22 #----> Madero Principal,"['Cesaretti', ' Juan Manuel\nBiberidis', ' Nicolás Rafael\nBaez', ' Eduardo Diocles']",5 / Ilimitado
2017,Segundo Cuat.,81.61 - Modelado Avanzado de Procesos e Inteligencia de Negocios,B,"Martes 18:30 - 21:30 Aula ITBA: Laboratorio 9 #----> Madero Principal
Viernes 18:30 - 21:30 Aula ITBA: Laboratorio 9 #----> Madero Principal","['Stabile', ' Luis José\nMoon', ' Jae Suk Tonny\nGuevara', ' Diego']",9 / Ilimitado
2017,Segundo Cuat.,72.89 - Moneda Digital Descentralizada,S,"Lunes 18:00 - 21:00 Aula ITBA: Lab. INFORMATICA LI-1 #----> Madero Principal
Lunes 18:00 - 21:00 Aula ITBA: Lab. INFORMATICA LI-2 #----> Madero Principal","['Jardi Bello', ' Yemel Angel']",13 / Ilimitado
2017,Segundo Cuat.,30.06 - Motores de Combustión Interna,M,Miércoles 11:00 - 14:00 Aula ITBA: 33 #----> Madero Principal,"['Zubiri', ' Juan Ignacio\nCelani', ' Vicente Fidel']",7 / Ilimitado
2017,Segundo Cuat.,30.09 - Motores de Combustión Interna,M1,"Martes 09:00 - 14:00 Aula ITBA: Lab. Mecánica #----> Madero Principal
Miércoles 11:00 - 14:00 Aula ITBA: 33 #----> Madero Principal","['Zubiri', ' Juan Ignacio\nCelani', ' Vicente Fidel']",15 / 20
2017,Segundo Cuat.,30.09 - Motores de Combustión Interna,M2,"Miércoles 11:00 - 14:00 Aula ITBA: 33 #----> Madero Principal
Viernes 09:00 - 14:00 Aula ITBA: Lab. Mecánica #----> Madero Principal",[''],14 / 20
2017,Segundo Cuat.,14.62 - Negocios en la Era de Internet (Seminario - 11/08/2017 - 01/09/2017),A,Viernes 18:00 - 21:00 Aula ITBA: 111 #----> Madero Anexo,"['Farías Bouvier', ' Gastón']",29 / 20
2017,Segundo Cuat.,81.52 - Negocios y Tecnología en Internet,INGLES,"Lunes 15:00 - 18:00 Aula ITBA: 23 #----> Madero Principal
Martes 18:00 - 21:00 Aula ITBA: 33 #----> Madero Principal","['Casanova', ' Pablo\nVidaguren', ' Juan Cornelio']",33 / 28
2017,Segundo Cuat.,14.90 - Neurociencia y Liderazgo (Seminario - 22/08/2017 - 01/09/2017),A,"Martes 09:00 - 12:00 Aula ITBA: 106 #----> Madero Anexo
Viernes 09:00 - 12:00 Aula ITBA: 107 #----> Madero Anexo","['Venegas', ' Valeria Alejandra']",23 / 20
2017,Segundo Cuat.,16.31 - Normativa Biomédica y Marco Regulatorio,BIO,Lunes 19:00 - 22:00 Aula ITBA: 12 #----> Madero Principal,"['Lerendegui', ' Norberto Marcelo\nMadorno', ' Matias']",3 / Ilimitado
2017,Segundo Cuat.,12.11 - Operaciones Unitarias I,Q,"Martes 18:00 - 21:00 Aula ITBA: 141 #----> Madero Anexo
Miércoles 19:00 - 22:00 Aula ITBA: 140 #----> Madero Anexo","['Dwek', ' Martina\nMaffi', ' Juan Martín\nArufe', ' Gonzalo Lorenzo\nRossi', ' Ezequiel']",14 / Ilimitado
2017,Segundo Cuat.,12.12 - Operaciones Unitarias II,Q,"Lunes 19:00 - 22:00 Aula ITBA: 141 #----> Madero Anexo
Jueves 19:00 - 22:00 Aula ITBA: 140 #----> Madero Anexo","['Montes', ' Juan Manuel\nPetracci Zappala', ' Federico Martín\nAusejo', ' Matías Daniel']",13 / Ilimitado
2017,Segundo Cuat.,12.13 - Operaciones Unitarias III,Q,"Jueves 14:00 - 17:00 Aula ITBA: 106 #----> Madero Anexo
Jueves 18:00 - 21:00 Aula ITBA: 106 #----> Madero Anexo","['Acosta García', ' Diego\nAude Luppi', ' Vergenie Edith\nArufe', ' Gonzalo Lorenzo']",7 / Ilimitado
2017,Segundo Cuat.,11.10 - Organización de la Producción I,A,"Lunes 11:00 - 14:00 Aula ITBA: 152 #----> Madero Anexo
Jueves 19:00 - 22:00 Aula ITBA: 152 #----> Madero Anexo","['Almada', ' Paula\nLucioli', ' Mónica Susana\nMoeremans', ' Paula Belén\nCarola', ' Luis Federico']",38 / 38
2017,Segundo Cuat.,11.10 - Organización de la Producción I,B,"Miércoles 09:00 - 12:00 Aula ITBA: 111 #----> Madero Anexo
Jueves 19:00 - 22:00 Aula ITBA: 13 #----> Madero Principal","['Parigini', ' Javier Humberto\nSoto', ' Marcela Fabiana\nGonzález Rouco', ' Nicolás Daniel\nCarracedo Fernández', ' Gonzalo Ezequiel']",41 / 38
2017,Segundo Cuat.,11.02 - Organización de la Producción II,A,"Jueves 16:00 - 19:00 Aula ITBA: 120 #----> Madero Anexo
Viernes 15:00 - 18:00 Aula ITBA: 25 #----> Madero Principal","['Löwi', ' Debora\nCarola', ' Luis Federico\nRodriguez', ' Gustavo Eduardo\nLucioli', ' Mónica Susana\nLandro', ' Sabrina Andrea\nSánchez', ' Marcelo Fabián\nCatania', ' Eduardo Daniel']",26 / 35
2017,Segundo Cuat.,11.02 - Organización de la Producción II,B,"Jueves 16:00 - 19:00 Aula ITBA: 25 #----> Madero Principal
Viernes 15:00 - 18:00 Aula ITBA: 30 #----> Madero Principal","['Löwi', ' Debora\nCarola', ' Luis Federico\nRodriguez', ' Gustavo Eduardo\nLucioli', ' Mónica Susana\nLandro', ' Sabrina Andrea\nSánchez', ' Marcelo Fabián\nCatania', ' Eduardo Daniel']",26 / 35
2017,Segundo Cuat.,11.15 - Organización Industrial,KMPQ,Jueves 15:00 - 18:00 Aula ITBA: 10 #----> Madero Principal,"['Löwi', ' Debora\nEsteves', ' Jorge']",49 / Ilimitado
2017,Segundo Cuat.,94.60 - Panorama Histórico Global,L,Martes 10:00 - 13:00 Aula ITBA: 105 #----> Madero Anexo,"['Díaz Ortiz', ' Sol\nDIAZ LEIMBACHER', ' ENRIQUE DANIEL']",28 / Ilimitado
2017,Segundo Cuat.,41.03 - Perforación Petrolera I,P,Lunes 18:00 - 21:00 Aula ITBA: Lab. SIMULACION #----> 25M Posgrado,"['Piagentini', ' Horacio Mauricio\nGhidina', ' Daniel Elio']",21 / Ilimitado
2017,Segundo Cuat.,41.08 - Petrofísica y Fluidos de Reservorios,P,"Jueves 18:00 - 21:00 Aula ITBA: 12 #----> Madero Principal
Viernes 12:00 - 18:00 Aula ITBA: Lab. SIMULACION #----> 25M Posgrado
Viernes 18:00 - 21:00 Aula ITBA: 110 #----> Madero Anexo","['Caliz Viñas', ' Emil Alejandro\nFondevila Sancet', ' Gastón\nPaoletti', ' Carlos Alejandro\nAstesiano', ' Daniel Osvaldo']",19 / Ilimitado
2017,Segundo Cuat.,11.46 - Planeamiento Estratégico,A,Lunes 15:00 - 18:00 Aula ITBA: 104 #----> Madero Anexo,"['Alvarez', ' Juan Ignacio\nMendl', ' Natalia\nGonzáles', ' Victoria María\nSimcic', ' Maximiliano Norberto\nBoullon', ' Fernando']",37 / 35
2017,Segundo Cuat.,11.46 - Planeamiento Estratégico,B,Lunes 18:00 - 21:00 Aula ITBA: 121 #----> Madero Anexo,"['Alvarez', ' Juan Ignacio\nMendl', ' Natalia\nGonzáles', ' Victoria María\nSimcic', ' Maximiliano Norberto\nBoullon', ' Fernando']",37 / 35
2017,Segundo Cuat.,10.04 - Plantas Industriales,A,Miércoles 18:30 - 21:30 Aula ITBA: 32 #----> Madero Principal,"['LONARDI', ' FRANCISCO\nCHIARO FRANCO', ' FRANCO\nTerrana', ' Mariano\nde Vera', ' Pablo\nDe Bernardez', ' Leopoldo\nLepera', ' Pablo Adrián']",43 / 42
2017,Segundo Cuat.,10.04 - Plantas Industriales,B,Miércoles 18:30 - 21:30 Aula ITBA: 33 #----> Madero Principal,"['LONARDI', ' FRANCISCO\nCHIARO FRANCO', ' FRANCO\nTerrana', ' Mariano\nde Vera', ' Pablo\nDe Bernardez', ' Leopoldo\nLepera', ' Pablo Adrián']",40 / 42
2017,Segundo Cuat.,94.64 - Prácticas Expositivas,A,Miércoles 11:00 - 14:00 Aula ITBA: 106 #----> Madero Anexo,"['DIAZ LEIMBACHER', ' ENRIQUE DANIEL']",14 / 20
2017,Segundo Cuat.,61.20 - Presupuesto y Control,A,Martes 19:00 - 22:00 Aula ITBA: 10 #----> Madero Principal,"['Dominguez Zoth', ' Martín\nIgarreta', ' Ramon Santiago\nPiantanida', ' Horacio\nPose', ' Eduardo Francisco']",38 / 35
2017,Segundo Cuat.,61.20 - Presupuesto y Control,B,Martes 19:00 - 22:00 Aula ITBA: 11 #----> Madero Principal,"['Coccolo', ' Pablo Bartolome\nLópez Sáez', ' José Ignacio\nPose', ' Eduardo Francisco']",41 / 35
2017,Segundo Cuat.,93.36 - Probabilidad,A,Viernes 14:00 - 17:00 Aula ITBA: 31 #----> Madero Principal,"['Alvarez Ponte', ' Lucia Ines\nGalibert', ' Maria Silvia']",50 / 40
2017,Segundo Cuat.,93.36 - Probabilidad,B,Jueves 14:00 - 17:00 Aula ITBA: 11 #----> Madero Principal,"['Alvarez Ponte', ' Lucia Ines\nGalibert', ' Maria Silvia']",47 / 35
2017,Segundo Cuat.,93.22 - Probabilidad y Estadística,MP,"Martes 09:00 - 13:00 Aula ITBA: 22 #----> Madero Principal
Jueves 10:00 - 12:00 Aula ITBA: 130 #----> Madero Anexo","['Buongiorno de Barugel', ' Claudia María Haydeé\nCastro Kuriss', ' Claudia Adriana']",20 / 32
2017,Segundo Cuat.,93.22 - Probabilidad y Estadística,Q,"Lunes 09:00 - 12:00 Aula ITBA: 133 #----> Madero Anexo
Viernes 11:00 - 14:00 Aula ITBA: 30 #----> Madero Principal","['Peña', ' Nelly Haydee\nBuongiorno de Barugel', ' Claudia María Haydeé']",34 / 32
2017,Segundo Cuat.,93.24 - Probabilidad y Estadística,KSE,"Lunes 11:00 - 13:00 Aula ITBA: 32 #----> Madero Principal
Martes 11:00 - 13:00 Aula ITBA: 32 #----> Madero Principal
Jueves 11:00 - 13:00 Aula ITBA: 32 #----> Madero Principal","['Villaverde', ' Francisco Fernando\nPantazis', ' Lucio José\nFierens', ' Pablo Ignacio']",66 / Ilimitado
2017,Segundo Cuat.,22.48 - Procesamiento de Imágenes,K,Miércoles 13:00 - 16:00 Aula ITBA: Lab. ELECTRONICA #----> Madero Principal,"['Selmo', ' Carlos\nJacoby', ' Daniel Andres']",11 / Ilimitado
2017,Segundo Cuat.,16.16 - Procesamiento de Imágenes Biomédicas,BIO,"Martes 19:00 - 22:00 Aula ITBA: 12 #----> Madero Principal
Viernes 18:00 - 21:00 Aula ITBA: 12 #----> Madero Principal","['Tablon', ' Alberto Jorge\nAlonso', ' Matìas Alberto\nMilano', ' Federico']",7 / Ilimitado
2017,Segundo Cuat.,16.15 - Procesamiento de Señales Biomédicas,BIO,"Lunes 15:00 - 18:00 Aula ITBA: 140 #----> Madero Anexo
Miércoles 15:00 - 18:00 Aula ITBA: 112 #----> Madero Anexo","['Bonomini', ' María Paula\nQuintero Rincon', ' Antonio\nMancino', ' Axel Víctor Andrés']",17 / Ilimitado
2017,Segundo Cuat.,22.47 - Procesamiento de Voz,K,Martes 15:00 - 18:00 Aula ITBA: Lab. ELECTRONICA #----> Madero Principal,"['Selmo', ' Carlos\nRessl', ' Marc S.']",5 / Ilimitado
2017,Segundo Cuat.,30.22 - Proceso de Combustión en Motores de Combustión Interna,M,Jueves 18:00 - 21:00 Aula ITBA: 125 #----> Madero Anexo,[''],5 / Ilimitado
2017,Segundo Cuat.,31.65 - Procesos de Manufactura II,MIQ,Martes 16:00 - 19:00 Aula ITBA: 106 #----> Madero Anexo,"['Di Luch', ' Anibal Carlos\nPonzoni', ' Lucio María Emilio']",8 / Ilimitado
2017,Segundo Cuat.,41.27 - Producción de Petróleo,P,"Martes 19:00 - 22:00 Aula ITBA: 142 #----> Madero Anexo
Jueves 19:00 - 22:00 Aula ITBA: 142 #----> Madero Anexo","['GALLO', ' GONZALO\nGonzalez', ' Dario Javier\nShiratori', ' Julio Alfredo\nLópez Moldes', ' Ramiro']",24 / Ilimitado
2017,Segundo Cuat.,71.85 - Programación,L,"Lunes 11:00 - 14:00 Aula ITBA: Lab. UNIVERSIA #----> Madero Anexo
Miércoles 08:00 - 11:00 Aula ITBA: Laboratorio 9 #----> Madero Principal","['Buquete', ' Maria Alejandra\nDiaz', ' Laura Ines']",20 / Ilimitado
2017,Segundo Cuat.,71.56 - Programación Básica,B,Viernes 08:00 - 11:00 Aula ITBA: Lab. UNIVERSIA #----> Madero Anexo,"['Diaz', ' Laura Ines\nFernandez', ' Diana Beatriz']",18 / 32
2017,Segundo Cuat.,71.56 - Programación Básica,D,Viernes 12:00 - 15:00 Aula ITBA: Lab. A #----> Madero Principal,"['Fernandez', ' Diana Beatriz\nOlcese', ' Alfredo Alberto']",15 / 32
2017,Segundo Cuat.,71.56 - Programación Básica,F,Lunes 11:00 - 14:00 Aula ITBA: Lab. A #----> Madero Principal,"['Fernandez', ' Diana Beatriz\nCrivelli', ' Lourdes']",19 / 32
2017,Segundo Cuat.,71.56 - Programación Básica,G,Lunes 15:00 - 18:00 Aula ITBA: Laboratorio 9 #----> Madero Principal,"['Fernandez', ' Diana Beatriz\nGhisalberti', ' Maria Victoria']",16 / 32
2017,Segundo Cuat.,71.56 - Programación Básica,H,Viernes 15:00 - 18:00 Aula ITBA: Lab. A #----> Madero Principal,"['Diaz', ' Laura Ines\nFernandez', ' Diana Beatriz']",7 / 32
2017,Segundo Cuat.,72.42 - Programación de Objetos Distribuidos,S,"Lunes 18:00 - 21:00 Aula ITBA: Lab. INFORMATICA LI-3 #----> Madero Principal
Lunes 18:00 - 21:00 Aula ITBA: Lab. INFORMATICA LI-4 #----> Madero Principal","['Meola', ' Franco Román\nTurrin', ' Marcelo Emiliano']",49 / Ilimitado
2017,Segundo Cuat.,72.60 - Programación Funcional,S,Lunes 15:30 - 19:30 Aula ITBA: Lab. INFORMATICA VJ #----> Madero Principal,"['Martinez Lopez', ' Pablo Ernesto\nPennella', ' Valeria Verónica']",2 / 15
2017,Segundo Cuat.,22.07 - Programación I,K,"Lunes 11:00 - 13:00 Aula ITBA: 12 #----> Madero Principal
Miércoles 09:00 - 13:00 Aula ITBA: 12 #----> Madero Principal","['Vacatello', ' Pablo Daniel\nMagliola', ' Nicolas\nJacoby', ' Daniel Andres']",20 / Ilimitado
2017,Segundo Cuat.,72.31 - Programación Imperativa,S,"Martes 13:00 - 15:00 Aula ITBA: 25 #----> Madero Principal
Martes 15:00 - 17:00 Aula ITBA: Lab. C #----> Madero Principal
Miércoles 10:00 - 13:00 Aula ITBA: 10 #----> Madero Principal
Viernes 10:00 - 12:00 Aula ITBA: 152 #----> Madero Anexo","['Arias Roig', ' Ana Maria\nGarberoglio', ' Marcelo Fabio\nMeola', ' Franco Román\nGindre', ' Francisco']",48 / Ilimitado
2017,Segundo Cuat.,72.33 - Programación Orientada a Objetos,S,"Lunes 16:00 - 18:00 Aula ITBA: 13 #----> Madero Principal
Viernes 16:00 - 20:00 Aula ITBA: Lab. C #----> Madero Principal","['Meola', ' Franco Román\nBermudez', ' Santiago Francisco']",25 / Ilimitado
2017,Segundo Cuat.,72.07 - Protocolos de Comunicación,S,"Martes 15:00 - 18:00 Aula ITBA: Lab. INFORMATICA LI-3 #----> Madero Principal
Martes 15:00 - 18:00 Aula ITBA: Lab. INFORMATICA LI-4 #----> Madero Principal
Miércoles 15:00 - 18:00 Aula ITBA: 107 #----> Madero Anexo","['Codagnone', ' Juan Francisco\nGarberoglio', ' Marcelo Fabio']",20 / Ilimitado
2017,Segundo Cuat.,72.38 - Proyecto de Aplicaciones Web,S,"Lunes 19:00 - 22:00 Aula ITBA: 105 #----> Madero Anexo
Miércoles 19:00 - 22:00 Aula ITBA: Lab. C #----> Madero Principal","['Sotuyo Dodero', ' Juan Martin\nGarberoglio', ' Marcelo Fabio\nCrespo', ' Alvaro Andrés']",19 / Ilimitado
2017,Segundo Cuat.,10.99 - Proyecto de Fin de Carrera de Intercambio- Ing Industrial,A,,[''],2 / Ilimitado
2017,Segundo Cuat.,30.99 - Proyecto de Fin de Carrera de Intercambio- Ing Mecánica,M,,[''],0 / Ilimitado
