Año,Cuatrimestre,Materia,Comision,Horario,Profesores,Inscriptos
2011,Segundo Cuat.,93.43 - Física III,A,"Miércoles 09:00 - 13:00 Aula externa: 30
Viernes 16:00 - 18:00 Aula externa: Lab Fisica","['Sinardi', ' Norberto Antonio\nAlessio', ' Maria Gabriela']",29 / 28
2011,Segundo Cuat.,93.43 - Física III,B,"Martes 16:00 - 18:00 Aula externa: 120
Miércoles 09:00 - 11:00 Aula externa: Lab Fisica
Miércoles 16:30 - 18:30 Aula externa: 29","['Sinardi', ' Norberto Antonio\nQueiro', ' Santiago Luis A.\nOreglia', ' Eduardo Victor\nDi Lorenzo', ' Francisco Javier']",33 / 28
2011,Segundo Cuat.,93.43 - Física III,K,"Jueves 14:00 - 16:00 Aula externa: Lab Fisica
Viernes 11:00 - 15:00 Aula externa: 7","['Rinaldi', ' Horacio Daniel\nFernandez', ' Fernando Sergio\nOreglia', ' Eduardo Victor']",28 / 28
2011,Segundo Cuat.,93.43 - Física III,MP,"Lunes 14:30 - 18:30 Aula externa: 154
Jueves 16:00 - 18:00 Aula externa: Lab Fisica","['Sinardi', ' Norberto Antonio\nAlessio', ' Maria Gabriela\nLissarrague', ' María Haydée\nOreglia', ' Eduardo Victor']",28 / 28
2011,Segundo Cuat.,93.43 - Física III,Q,"Lunes 14:00 - 18:00 Aula externa: 11
Miércoles 11:00 - 13:00 Aula externa: Lab Fisica","['Queiro', ' Santiago Luis A.\nRinaldi', ' Horacio Daniel\nOreglia', ' Eduardo Victor\nDi Lorenzo', ' Francisco Javier']",42 / 28
2011,Segundo Cuat.,93.43 - Física III,S,"Jueves 14:00 - 18:00 Aula externa: 21
Viernes 14:00 - 16:00 Aula externa: Lab Fisica","['Sinardi', ' Norberto Antonio\nBilgray', ' Adriana Ines\nLissarrague', ' María Haydée']",34 / 28
2011,Segundo Cuat.,99.30 - Fisica Informaticos,S,,[''],0 / Ilimitado
2011,Segundo Cuat.,93.44 - Física IV,A,"Jueves 14:00 - 16:00 Aula externa: 110
Viernes 12:00 - 16:00 Aula externa: 132","['Vieytes', ' Roberto Eduardo\nAlessio', ' Maria Gabriela\nMarmora', ' Jessica Yamila\nGrosz', ' Diego\nRinaldi', ' Miguel Angel']",30 / 28
2011,Segundo Cuat.,93.44 - Física IV,B,"Martes 13:00 - 15:00 Aula externa: 31
Jueves 09:00 - 11:00 Aula externa: 133
Jueves 12:00 - 14:00 Aula externa: 111","['Vieytes', ' Roberto Eduardo\nAlessio', ' Maria Gabriela\nMarmora', ' Jessica Yamila\nGrosz', ' Diego\nRinaldi', ' Miguel Angel']",36 / 28
2011,Segundo Cuat.,93.44 - Física IV,C,"Martes 11:00 - 15:00 Aula externa: 130
Jueves 16:00 - 18:00 Aula externa: 120","['Alessio', ' Maria Gabriela\nMarmora', ' Jessica Yamila\nRinaldi', ' Miguel Angel\nRinaldi', ' Horacio Daniel']",21 / 28
2011,Segundo Cuat.,93.44 - Física IV,M,"Lunes 18:00 - 20:00 Aula externa: 11
Viernes 08:00 - 12:00 Aula externa: 132","['Vieytes', ' Roberto Eduardo\nAlessio', ' Maria Gabriela\nMarmora', ' Jessica Yamila\nRinaldi', ' Miguel Angel\nChiaramonte', ' Mariano']",22 / 28
2011,Segundo Cuat.,31.95 - Física y Mecánica de Aceros,M,Viernes 16:00 - 19:00 Aula externa: 125,"['Andreone', ' Carlos Alberto']",8 / Ilimitado
2011,Segundo Cuat.,41.44 - Fluidos de Perforación,P,Martes 16:00 - 19:00 Aula externa: A Confirmar,"['Bonafert', ' Miguel Ángel\nDopacio', ' Fernando Ariel']",0 / Ilimitado
2011,Segundo Cuat.,94.21 - Formación General I,A,Jueves 11:00 - 14:00 Aula externa: 152,"['Ruibal', ' Juan María\nDIAZ LEIMBACHER', ' ENRIQUE DANIEL\nRoldan', ' Juan Eduardo']",33 / 10
2011,Segundo Cuat.,94.21 - Formación General I,B,Jueves 08:00 - 11:00 Aula externa: 152,"['Ruibal', ' Juan María\nDIAZ LEIMBACHER', ' ENRIQUE DANIEL\nRoldan', ' Juan Eduardo']",11 / 10
2011,Segundo Cuat.,94.21 - Formación General I,C,Jueves 14:00 - 17:00 Aula externa: 152,"['Ruibal', ' Juan María\nDIAZ LEIMBACHER', ' ENRIQUE DANIEL\nCravino', ' Ana Maria']",35 / 10
2011,Segundo Cuat.,94.21 - Formación General I,D,Viernes 08:00 - 11:00 Aula externa: 152,"['Ruibal', ' Juan María\nDIAZ LEIMBACHER', ' ENRIQUE DANIEL\nGalliano', ' María']",33 / 10
2011,Segundo Cuat.,94.21 - Formación General I,EK,Viernes 14:00 - 17:00 Aula externa: 152,"['Ruibal', ' Juan María\nDIAZ LEIMBACHER', ' ENRIQUE DANIEL\nCravino', ' Ana Maria']",24 / 15
2011,Segundo Cuat.,94.21 - Formación General I,F,Martes 13:00 - 16:00 Aula externa: 152,"['Ruibal', ' Juan María\nDIAZ LEIMBACHER', ' ENRIQUE DANIEL\nCravino', ' Ana Maria']",24 / 10
2011,Segundo Cuat.,94.21 - Formación General I,S,Viernes 11:00 - 14:00 Aula externa: 152,"['Ruibal', ' Juan María\nDIAZ LEIMBACHER', ' ENRIQUE DANIEL\nGalliano', ' María']",6 / 2
2011,Segundo Cuat.,94.28 - Formación General II,A,Jueves 15:00 - 18:00 Aula externa: 22,"['Mazzanti', ' Roberto Enrique\nMagro', ' Adriana Edith']",18 / 30
2011,Segundo Cuat.,94.28 - Formación General II,B,Lunes 15:00 - 18:00 Aula externa: 33,[''],37 / 30
2011,Segundo Cuat.,94.23 - Formación General III,AB,Viernes 16:00 - 19:00 Aula externa: 32,"['Gutierrez Krüsemann', ' Ricardo Jose M.\nFrutos', ' Juan Diego']",20 / 35
2011,Segundo Cuat.,94.23 - Formación General III,KMP,Jueves 18:00 - 21:00 Aula externa: 32,"['Gutierrez Krüsemann', ' Ricardo Jose M.\nMenazzi', ' Juan Manuel']",20 / 35
2011,Segundo Cuat.,94.10 - Formación para Emprendedores,L,Lunes 15:00 - 18:00 Aula externa: 135,"['Johann', ' Fernando\nMiguez', ' Daniel Edgardo\nNantes', ' Luis Maria\nTolon Estarelles', ' Pedro']",19 / Ilimitado
2011,Segundo Cuat.,94.29 - Formación para Emprendedores,A,Lunes 16:00 - 19:00 Aula externa: 29,"['Miguez', ' Daniel Edgardo\nJohann', ' Fernando\nNantes', ' Luis Maria']",40 / 30
2011,Segundo Cuat.,94.29 - Formación para Emprendedores,B,Lunes 16:00 - 19:00 Aula externa: 13,"['Miguez', ' Daniel Edgardo\nJohann', ' Fernando\nNantes', ' Luis Maria']",42 / 30
2011,Segundo Cuat.,94.29 - Formación para Emprendedores,C,Jueves 10:00 - 13:00 Aula externa: 22,"['Tolon Estarelles', ' Pedro\nNantes', ' Luis Maria']",0 / Ilimitado
2011,Segundo Cuat.,94.29 - Formación para Emprendedores,K,Jueves 13:00 - 16:00 Aula externa: 8,"['Tolon Estarelles', ' Pedro\nNantes', ' Luis Maria']",37 / 30
2011,Segundo Cuat.,41.15 - Gas y Gasolina Natural,P,Miércoles 18:00 - 21:00 Aula externa: 116,"['Tierno', ' Ignacio\nCasares', ' Carlos Alberto Maria']",22 / Ilimitado
2011,Segundo Cuat.,41.18 - Geofísica de Reservorios,P,Miércoles 16:00 - 19:00 Aula externa: 113,"['Frati', ' Guillermo Romualdo\nCrovetto', ' Carolina Beatriz']",18 / Ilimitado
2011,Segundo Cuat.,41.05 - Geología del Petróleo,P,Lunes 17:00 - 20:00 Aula externa: 113,"['Borgnia', ' Maria Marcela\nStinco', ' Luis Pedro']",18 / Ilimitado
2011,Segundo Cuat.,41.02 - Geología para Ingenieros,P,"Miércoles 09:00 - 12:00 Aula externa: 113
Jueves 09:00 - 12:00 Aula externa: 113","['Barredo', ' Silvia Patricia\nDrosina', ' Marina del Valle']",9 / Ilimitado
2011,Segundo Cuat.,71.88 - Gestión de Datos,B,,[''],0 / 1
2011,Segundo Cuat.,71.88 - Gestión de Datos,L,"Miércoles 18:30 - 21:30 Aula externa: 133
Viernes 18:30 - 21:30 Aula externa: Lab Universia","['SEGARRA', ' GONZALO\nRampinini', ' Hernan Gabriel\nGuerrero', ' Marcela Alejandra']",44 / 20
2011,Segundo Cuat.,14.03 - Gestión de la Innovación (Seminario - 16/08/2011 - 18/08/2011),A,"Martes 09:00 - 13:00 Aula externa: 105
Miércoles 09:00 - 13:00 Aula externa: 105
Jueves 09:00 - 13:00 Aula externa: 116",[''],36 / 12
2011,Segundo Cuat.,94.41 - Gestión de los Recursos Humanos,L,Miércoles 15:00 - 18:00 Aula externa: 110,"['Freire', ' Ileana Laura\nVentriglia', ' Salvador Luis']",21 / Ilimitado
2011,Segundo Cuat.,11.83 - Gestión de Operaciones,L,"Lunes 14:00 - 17:00 Aula externa: 104 y 113
Viernes 14:00 - 17:00 Aula externa: 33","['Soto', ' Marcela Fabiana\nViana Fernandez', ' Felix\nRiestra', ' Mara Silvia']",41 / Ilimitado
2011,Segundo Cuat.,11.84 - Gestión de Proyectos,L,Lunes 14:00 - 17:00 Aula externa: 132,"['Del Campo', ' Pedro\nCal', ' Mariana']",3 / 18
2011,Segundo Cuat.,72.43 - Gestión de Proyectos Informáticos,S,Martes 18:00 - 21:00 Aula externa: 117,"['Mon', ' Alicia Laura\nQuerel', ' Matías Gastón']",11 / Ilimitado
2011,Segundo Cuat.,11.35 - Gestión de Proyectos Tecnologicos,M,Martes 15:00 - 18:00 Aula externa: 121,"['Barciela', ' Patricio\nGheorghiu', ' Veronica\nCofone', ' Anibal Edgardo']",28 / Ilimitado
2011,Segundo Cuat.,81.21 - Gestión de Ventas,A,Martes 18:00 - 21:00 Aula externa: 125,"['Garagarza', ' José Alejandro\nHutter', ' Santiago']",19 / 25
2011,Segundo Cuat.,81.21 - Gestión de Ventas,B,Lunes 18:00 - 21:00 Aula externa: 132,"['Garagarza', ' José Alejandro\nHutter', ' Santiago']",19 / 25
2011,Segundo Cuat.,61.12 - Gestión Financiera,A,"Miércoles 15:00 - 18:00 Aula externa: Lab Universia
Jueves 15:00 - 18:00 Aula externa: 116","['Coccolo', ' Pablo Bartolome\nOtero', ' Susana Agustina']",24 / 18
2011,Segundo Cuat.,61.12 - Gestión Financiera,B,"Miércoles 15:00 - 18:00 Aula externa: 116
Jueves 15:00 - 18:00 Aula externa: Lab Universia","['Otero', ' Susana Agustina\nAbayu', ' Jorge Alejandro']",21 / 18
2011,Segundo Cuat.,"31.66 - Hidráulica, Neumática y PLC",M,Martes 16:00 - 19:00 Aula externa: 116,"['Leslabay', ' Pablo Enrique']",14 / 20
2011,Segundo Cuat.,"12.93 - Higiene, Seguridad y Medio Ambiente",IA,"Martes 18:00 - 21:00 Aula externa: 111
Jueves 18:00 - 21:00 Aula externa: 23","['Rodriguez', ' Carlos Roberto\nPedelaborde', ' Carlos Luis\nBianucci', ' Monica Adriana']",13 / 30
2011,Segundo Cuat.,"12.93 - Higiene, Seguridad y Medio Ambiente",IB,"Lunes 16:00 - 19:00 Aula externa: 26
Jueves 16:00 - 19:00 Aula externa: 26","['Martins Barriga', ' Andrea Fabiana\nPedelaborde', ' Carlos Luis\nBenavides', ' Maria Elena']",33 / 30
2011,Segundo Cuat.,81.25 - Impuestos,A,Miércoles 15:00 - 18:00 Aula externa: 133,"['Cassotto', ' Jorge Luis\nBernaldo De Quiros', ' Juan Antonio Carlos']",21 / 20
2011,Segundo Cuat.,81.25 - Impuestos,B,Martes 15:00 - 18:00 Aula externa: 133,"['Cassotto', ' Jorge Luis\nBernaldo De Quiros', ' Juan Antonio Carlos']",22 / 20
2011,Segundo Cuat.,12.30 - Industrialización y Economía Petrolera,PQ,Jueves 18:30 - 21:30 Aula externa: 33,"['Cortijo', ' Matias\nD´Ascoli', ' Hernan Dario David\nRedondo', ' Daniel Angel\nPopik', ' Pablo Ricardo']",32 / Ilimitado
2011,Segundo Cuat.,12.77 - Industrias Químicas,Q,Viernes 19:00 - 22:00 Aula externa: 33,"['Ceballos', ' Juan Pablo\nFredes', ' Luis Edgardo\nRedondo', ' Daniel Angel']",25 / Ilimitado
2011,Segundo Cuat.,71.55 - Informática General,A,Viernes 14:00 - 17:00 Aula externa: Lab A,"['Ghisalberti', ' Maria Victoria']",26 / 25
2011,Segundo Cuat.,71.55 - Informática General,B,Lunes 17:00 - 20:00 Aula externa: Lab C,"['Diaz', ' Laura Ines']",16 / 25
2011,Segundo Cuat.,71.55 - Informática General,C,Lunes 08:00 - 11:00 Aula externa: Lab A,"['Olcese', ' Alfredo Alberto']",22 / 25
2011,Segundo Cuat.,71.55 - Informática General,D,Lunes 14:00 - 17:00 Aula externa: Lab A,"['Buquete', ' Maria Alejandra\nOlcese', ' Alfredo Alberto']",28 / 25
2011,Segundo Cuat.,71.55 - Informática General,E,Lunes 11:00 - 14:00 Aula externa: Lab A,"['Ghisalberti', ' Maria Victoria\nOlcese', ' Alfredo Alberto']",28 / 25
2011,Segundo Cuat.,71.55 - Informática General,F,Lunes 08:00 - 08:00 Aula externa: no se dcita,"['Ghisalberti', ' Maria Victoria\nOlcese', ' Alfredo Alberto']",2 / 25
2011,Segundo Cuat.,12.24 - Ingenieria de Reacciones y Reactores I,Q,"Martes 18:00 - 19:00 Aula externa: 142
Miércoles 17:30 - 19:30 Aula externa: 142
Jueves 17:00 - 19:00 Aula externa: 142","['Mansbach', ' Daniela Fernanda\nRausei', ' Diego Nicasio']",11 / Ilimitado
2011,Segundo Cuat.,72.35 - Ingenieria de Software I,S,"Martes 16:00 - 19:00 Aula externa: Lab Informática
Miércoles 16:00 - 19:00 Aula externa: Lab Informatica","['Moratti', ' Carlos Andres\nBuquete', ' Maria Alejandra\nMartinez - Ruiz Moreno', ' Evangelina']",13 / Ilimitado
2011,Segundo Cuat.,72.40 - Ingenieria del Software II,S,Miércoles 19:00 - 22:00 Aula externa: Lab Informatica,[''],0 / Ilimitado
2011,Segundo Cuat.,14.40 - Ingeniería y Cambio Climático (Seminario - 18/08/2011 - 08/09/2011),A,Jueves 15:00 - 18:00 Aula externa: 154,[''],27 / 12
2011,Segundo Cuat.,11.18 - Ingeniería y Mantenimiento,IA,Jueves 19:00 - 22:00 Aula externa: 125,"['Martinez Pereyra', ' Osvaldo Raul']",21 / 12
2011,Segundo Cuat.,21.41 - Instalaciones Eléctricas,M,"Lunes 18:30 - 21:30 Aula externa: 130
Jueves 18:30 - 21:30 Aula externa: 123","['Santo', ' Carlos Santiago\nRoma', ' José']",11 / Ilimitado
2011,Segundo Cuat.,21.65 - Instalaciones Eléctricas y Luminotecnia,E,"Lunes 18:30 - 21:30 Aula externa: 152
Jueves 18:30 - 21:30 Aula externa: 152","['Sirabonian', ' Norberto Ildo\nArroyo', ' Enrique Oscar']",3 / Ilimitado
2011,Segundo Cuat.,22.73 - Instrumentación y Control Industrial,M,"Miércoles 17:00 - 19:00 Aula externa: 121
Jueves 17:00 - 21:00 Aula externa: 126","['Damonte', ' Marcelo Juan F.\nComastri', ' Hector Adolfo']",24 / Ilimitado
2011,Segundo Cuat.,21.74 - Instrumentos y Mediciones Eléctricas,E,Lunes 08:00 - 11:00 Aula externa: 105,"['Paolillo', ' Rodolfo\nGallo', ' Juan Pablo']",9 / Ilimitado
2011,Segundo Cuat.,81.37 - Integracion de Procesos de Negocios y Aplicaciones,L,Martes 19:00 - 22:00 Aula externa: 133 y Lab Universia,"['Cardarelli', ' Santiago\nARES RODRIGUEZ', ' GISELA SOLEDAD\nBolo', ' Mario Enrique']",37 / 18
2011,Segundo Cuat.,72.71 - Integración de Sistemas de Información,S,Martes 19:00 - 22:00 Aula externa: Lab Informatica,[''],2 / Ilimitado
2011,Segundo Cuat.,31.90 - Integridad Estructural,M,Miércoles 15:00 - 18:00 Aula externa: 125,"['Belinco', ' César Gustavo\nDesimone', ' Carlos Alberto']",8 / Ilimitado
2011,Segundo Cuat.,72.36 - Interacción Hombre-Computadora (HCI),S,"Lunes 19:00 - 22:00 Aula externa: Lab Informatica
Jueves 18:00 - 21:00 Aula externa: 105","['Espinola', ' Alejandro Luis\nGomez', ' Leticia Irene\nDolagaratz', ' Gonzalo Matias']",20 / Ilimitado
2011,Segundo Cuat.,14.26 - Introducción a la Complejidad de los Negocios (Seminario - 15/08/2011 - 05/09/2011),IA,Lunes 19:00 - 22:00 Aula externa: Lab A,[''],20 / 12
2011,Segundo Cuat.,22.06 - Introducción a la Computación,K,"Martes 16:00 - 18:00 Aula externa: 12
Miércoles 18:00 - 20:00 Aula externa: 12
Viernes 15:00 - 17:00 Aula externa: 12","['Del Solar Dorrego', ' Fernando Marcos\nFigueyra', ' Diego Fernando\nRODRÍGUEZ', ' ANDRÉS CARLOS']",20 / 1
2011,Segundo Cuat.,14.14 - Introducción a la Consultoría (Seminario - 14/09/2011 - 12/10/2011),A,Miércoles 19:00 - 22:00 Aula externa: 141,[''],24 / 20
2011,Segundo Cuat.,72.03 - Introducción a la Informática,S,Lunes 08:00 - 11:00 Aula externa: Lab Informatica,"['Buquete', ' Maria Alejandra\nTurrin', ' Marcelo Emiliano']",23 / 1
2011,Segundo Cuat.,12.10 - Introducción a la Ingeniería Química,Q,"Martes 14:00 - 15:30 Aula externa: 113
Miércoles 12:30 - 14:00 Aula externa: 113","['Aude Luppi', ' Vergenie Edith\nRedondo', ' Daniel Angel']",20 / Ilimitado
2011,Segundo Cuat.,71.57 - Introducción a la Programación,M,"Lunes 14:00 - 17:00 Aula externa: Lab C
Viernes 08:00 - 11:00 Aula externa: Lab C","['Diaz', ' Laura Ines']",28 / Ilimitado
2011,Segundo Cuat.,72.50 - Introducción al Desarrollo de Videojuegos,S,"Martes 19:00 - 22:00 Aula externa: Lab Informatica
Miércoles 19:00 - 22:00 Aula externa: Lab Informatica","['Luciani', ' Ignacio Jose\nRuiz', ' Diego Gabriel']",7 / Ilimitado
2011,Segundo Cuat.,11.51 - Investigación Operativa,A,"Martes 19:00 - 22:00 Aula externa: 29 y Lab A
Jueves 19:00 - 22:00 Aula externa: 29 y Lab A","['Pretzel', ' Federico Jorge\nPEÑALVA', ' LEANDRO\nPagani Dorella', ' Maximiliano Miguel\nGarcía Velasco', ' Julio Alberto']",36 / 35
2011,Segundo Cuat.,11.51 - Investigación Operativa,B,"Martes 19:00 - 22:00 Aula externa: 25 y Lab C
Jueves 19:00 - 22:00 Aula externa: 25 y Lab C","['Castillo', ' Roberto Pablo\nCiapanna', ' Pablo Oscar Octavio\nVilaboa', ' Ivan Gonzalo\nAtlas', ' Martín Ariel']",42 / 35
2011,Segundo Cuat.,22.99 - Lab. de Microprocesadores,K,"Lunes 19:00 - 21:00 Aula externa: 7
Viernes 18:00 - 22:00 Aula externa: 7","['Weill', ' María Alejandra\nIsmirlian', ' Diego Matías\nJacoby', ' Daniel Andres']",15 / Ilimitado
2011,Segundo Cuat.,12.41 - Laboratorio de Control de Procesos,Q,"Martes 14:00 - 16:00 Aula externa: Taller de Operaciones y Proc
Viernes 13:00 - 15:00 Aula externa: Taller de Operaciones y Proc","['Marques', ' Dardo']",24 / Ilimitado
2011,Segundo Cuat.,22.49 - Laboratorio de Dsp_fpga,K,"Lunes 13:00 - 16:00 Aula externa: 8
Viernes 13:00 - 16:00 Aula externa: 8","['Jacoby', ' Daniel Andres']",11 / Ilimitado
2011,Segundo Cuat.,22.42 - Laboratorio de Electrónica,K,"Martes 19:00 - 22:00 Aula externa: 8
Viernes 10:00 - 13:00 Aula externa: 8","['Ponte', ' Nicolás\nCossutta', ' Pablo Martín']",24 / Ilimitado
2011,Segundo Cuat.,31.18 - Laboratorio de Materiales,A,Jueves 19:00 - 22:00 Aula externa: 13,"['Etchegorry', ' Alejandro']",32 / 30
2011,Segundo Cuat.,31.18 - Laboratorio de Materiales,B,Viernes 08:00 - 11:00 Aula externa: 133,"['Zago', ' Miguel Angel']",43 / 30
2011,Segundo Cuat.,93.35 - Lógica Computacional,S,"Lunes 11:00 - 13:00 Aula externa: 126
Lunes 14:00 - 16:00 Aula externa: 126
Martes 09:00 - 11:00 Aula externa: 126","['Bermudez', ' Santiago Francisco\nNoni', ' Maria Laura']",20 / Ilimitado
2011,Segundo Cuat.,11.59 - Logística,A,Martes 19:00 - 22:00 Aula externa: 31,"['Curutchet', ' Martin\nLopez Martí', ' Juan Carlos\nTilve', ' Martin Ignacio\nCibeira', ' Agustin Alfonso']",34 / 30
2011,Segundo Cuat.,11.59 - Logística,B,Martes 19:00 - 22:00 Aula externa: 30,"['Soler', ' Pablo Agustín\nLopez Martí', ' Juan Carlos\nCofiño', ' Esteban\nLaurnagaray', ' Tomas\nCibeira', ' Agustin Alfonso']",25 / 30
2011,Segundo Cuat.,61.82 - Macroeconomía,L,Viernes 14:00 - 17:00 Aula externa: 10,"['Berisso', ' Osvaldo Jorge\nAbayu', ' Jorge Alejandro']",25 / Ilimitado
2011,Segundo Cuat.,21.72 - Mantenimiento de Máquinas e Instalaciones Eléctricas,E,Lunes 17:00 - 20:00 Aula externa: 142,"['Sacchi', ' Jorge Norberto Lucio\nChincuini', ' Javier Eduardo']",4 / Ilimitado
2011,Segundo Cuat.,32.63 - Mantenimiento y Reparacion de Buques,N,Lunes 16:30 - 19:30 Aula externa: 117,"['Ballabio', ' Victor Gabriel']",1 / Ilimitado
2011,Segundo Cuat.,21.07 - Máquinas e Instalaciones Eléctricas,A,"Lunes 15:00 - 18:00 Aula externa: 130
Lunes 20:00 - 22:00 Aula externa: Lab Electrica
Lunes 21:00 - 22:00 Aula externa: Lab Electrica
Miércoles 15:00 - 18:00 Aula externa: 130","['Pingitore', ' Ricardo Alejandro\nCerfoglio', ' Ernesto Luis\nAlvarez', ' Julio']",30 / 25
2011,Segundo Cuat.,21.07 - Máquinas e Instalaciones Eléctricas,B,"Lunes 12:00 - 15:00 Aula externa: 130
Lunes 18:00 - 20:00 Aula externa: Lab Electrica
Martes 15:00 - 18:00 Aula externa: 130","['Pingitore', ' Ricardo Alejandro\nCerfoglio', ' Ernesto Luis\nAlvarez', ' Julio\nRainoldi', ' Jorge Angel Cesar']",30 / 25
2011,Segundo Cuat.,21.07 - Máquinas e Instalaciones Eléctricas,C,"Martes 12:00 - 15:00 Aula externa: 133
Miércoles 12:00 - 15:00 Aula externa: 133
Jueves 18:00 - 20:00 Aula externa: Lab Electrica","['Cerfoglio', ' Ernesto Luis\nRainoldi', ' Jorge Angel Cesar']",23 / 25
2011,Segundo Cuat.,31.28 - Máquinas e Instalaciones Térmicas,AB,"Martes 16:00 - 19:00 Aula externa: 32
Miércoles 16:00 - 19:00 Aula externa: 32","['Molanes', ' Claudio Alejandro\nWray', ' Sandra Alicia']",58 / Ilimitado
2011,Segundo Cuat.,21.80 - Máquinas Eléctricas I,E,"Jueves 10:00 - 13:00 Aula externa: 106
Viernes 14:00 - 17:00 Aula externa: 106","['Petrone', ' Vicente Salvador\nArguimbau', ' Javier Jose']",2 / Ilimitado
2011,Segundo Cuat.,32.53 - Máquinas Marinas II,N,Lunes 15:00 - 18:00 Aula externa: 116,"['Ballabio', ' Victor Gabriel']",1 / Ilimitado
2011,Segundo Cuat.,11.39 - Marketing,A,Jueves 15:00 - 18:00 Aula externa: 111,"['Bonfanti', ' Alejandro A. M. J\nTestorelli', ' Guillermo Alejandro']",36 / 25
2011,Segundo Cuat.,11.39 - Marketing,B,Viernes 18:00 - 21:00 Aula externa: 111,"['Bonfanti', ' Alejandro A. M. J\nTestorelli', ' Guillermo Alejandro']",31 / 25
2011,Segundo Cuat.,11.40 - Marketing II,A,Jueves 19:00 - 22:00 Aula externa: 8,[''],25 / 12
2011,Segundo Cuat.,93.16 - Matemática Discreta,K,Viernes 08:00 - 11:00 Aula externa: 23,"['Galibert', ' Maria Silvia\nDelellis', ' Roberto Daniel']",24 / 1
2011,Segundo Cuat.,93.59 - Matemática Discreta,S,"Lunes 08:00 - 11:00 Aula externa: 121
Jueves 08:00 - 11:00 Aula externa: 121","['Orecchia', ' Monica Ines\nNoni', ' Maria Laura']",19 / Ilimitado
2011,Segundo Cuat.,93.17 - Matemática I,A,"Lunes 12:00 - 14:00 Aula externa: 13
Miércoles 10:00 - 12:00 Aula externa: 33
Viernes 10:00 - 12:00 Aula externa: 13","['Suarez', ' Emilio Carlos\nCossuti', ' María Cristina']",27 / 1
2011,Segundo Cuat.,93.17 - Matemática I,B,"Lunes 14:00 - 16:00 Aula externa: 7
Miércoles 12:00 - 14:00 Aula externa: 7
Viernes 08:00 - 10:00 Aula externa: 26","['Sabella', ' Liliana Lidia\nFraga', ' Claudia Elsa']",31 / 1
2011,Segundo Cuat.,93.17 - Matemática I,C,"Lunes 10:00 - 12:00 Aula externa: 30
Miércoles 08:00 - 10:00 Aula externa: 23
Viernes 08:00 - 10:00 Aula externa: 13","['Fraga', ' Claudia Elsa\nFlorit', ' Patricia Teresa']",37 / 1
2011,Segundo Cuat.,93.17 - Matemática I,D,"Lunes 08:00 - 10:00 Aula externa: 26
Miércoles 08:00 - 10:00 Aula externa: 26
Viernes 12:00 - 14:00 Aula externa: 13","['Florit', ' Patricia Teresa\nSuarez', ' Emilio Carlos']",34 / 1
2011,Segundo Cuat.,93.17 - Matemática I,E,"Lunes 12:00 - 14:00 Aula externa: 23
Miércoles 10:00 - 12:00 Aula externa: 25
Viernes 10:00 - 12:00 Aula externa: 26","['Florit', ' Patricia Teresa\nGarcia Serrano', ' Silvina Aida']",20 / 1
2011,Segundo Cuat.,93.17 - Matemática I,F,"Lunes 14:00 - 16:00 Aula externa: 131
Miércoles 10:00 - 12:00 Aula externa: 120
Viernes 08:00 - 10:00 Aula externa: 120","['Sirczuk', ' Diana Graciela\nCossuti', ' María Cristina']",37 / 1
2011,Segundo Cuat.,93.17 - Matemática I,K,"Lunes 10:00 - 12:00 Aula externa: 13
Martes 14:00 - 16:00 Aula externa: 13
Viernes 12:00 - 14:00 Aula externa: 23","['Suarez', ' Emilio Carlos\nCossuti', ' María Cristina']",19 / 1
2011,Segundo Cuat.,93.02 - Matemática II,A,"Martes 15:00 - 17:00 Aula externa: 126
Miércoles 15:00 - 17:00 Aula externa: 131
Viernes 10:00 - 12:00 Aula externa: 121","['Sabella', ' Liliana Lidia\nHernandez', ' Santiago Martin']",25 / 25
2011,Segundo Cuat.,93.02 - Matemática II,B,"Lunes 12:00 - 14:00 Aula externa: 131
Martes 13:00 - 15:00 Aula externa: 131
Viernes 12:00 - 14:00 Aula externa: 121","['Peralta', ' Nora Beatriz\nSabella', ' Liliana Lidia']",36 / 25
2011,Segundo Cuat.,93.02 - Matemática II,C,"Martes 14:00 - 16:00 Aula externa: 120
Miércoles 12:00 - 14:00 Aula externa: 120
Viernes 14:00 - 16:00 Aula externa: 120","['Fraga', ' Claudia Elsa\nHernandez', ' Santiago Martin']",26 / 25
2011,Segundo Cuat.,93.02 - Matemática II,D,"Lunes 09:00 - 11:00 Aula externa: 130
Martes 12:00 - 14:00 Aula externa: 120
Viernes 10:00 - 12:00 Aula externa: 120","['Fraga', ' Claudia Elsa\nNoni', ' Maria Laura']",25 / 25
2011,Segundo Cuat.,93.02 - Matemática II,E,"Martes 10:00 - 12:00 Aula externa: 120
Miércoles 08:00 - 10:00 Aula externa: 131
Viernes 11:00 - 13:00 Aula externa: 110","['Peña', ' Nelly Haydee\nGarcía', ' Jemina\nBucello', ' Pablo Augusto']",23 / 25
2011,Segundo Cuat.,93.02 - Matemática II,K,"Lunes 14:00 - 16:00 Aula externa: 26
Miércoles 15:00 - 17:00 Aula externa: 141
Viernes 12:00 - 14:00 Aula externa: 131","['Mancilla Aguilar', ' Jose Luis\nGarcia Serrano', ' Silvina Aida']",17 / 25
